iter	Passed	Remaining
157	152672	330468
158	153636	329496
159	154521	328358
160	155407	327224
161	156216	325933
162	157121	324846
163	157926	323557
164	158856	322526
165	159746	321416
166	160606	320251
167	161457	319071
168	162531	318330
169	163501	317385
170	164440	316379
171	165255	315137
172	166196	314139
173	167182	313226
174	168089	312165
175	168990	311096
176	170153	310505
177	172275	311644
178	173544	311216
179	174975	311068
180	176170	310487
181	177570	310261
182	178979	310035
183	180544	310065
184	181825	309595
185	183139	309171
186	184147	308225
187	185463	307791
188	186664	307156
189	187811	306428
190	188872	305558
191	190051	304873
192	191089	303960
193	192169	303111
194	193151	302109
195	194127	301096
196	195067	300027
197	196069	299055
198	196988	297956
199	198000	297000
200	198912	295894
201	199914	294923
202	200816	293804
203	201721	292694
204	202655	291626
205	203561	290520
206	204436	289370
207	205401	288352
208	206273	287203
209	207574	286650
210	208907	286134
211	210058	285362
212	211245	284636
213	212394	283854
214	213591	283132
215	214622	282189
216	215766	281391
217	216772	280412
218	217880	279564
219	219081	278830
220	220208	278000
221	220919	276646
222	221803	275514
223	223126	274923
224	224406	274274
225	225727	273669
226	226950	272940
227	228221	272264
228	229378	271447
229	230542	270636
230	231594	269692
231	232664	268768
232	233674	267772
233	234754	266858
234	235798	265900
235	236773	264865
236	237659	263731
237	238690	262759
238	239732	261799
239	240893	260968
240	242049	260127
241	243102	259175
242	244111	258175
243	245156	257212
244	246155	256202
245	247285	255327
246	248331	254364
247	249315	253336
248	250306	252316
249	251367	251367
250	252450	250438
251	253462	249438
252	254515	248479
253	255505	247457
254	256424	246369
255	257423	245356
256	258339	244266
257	259406	243318
258	260361	242267
259	261297	241197
260	262380	240263
261	263398	239270
262	264338	238206
263	265302	237163
264	266253	236111
265	267282	235128
266	268193	234041
267	269207	233045
268	270174	232008
269	271126	230959
270	271964	229814
271	272863	228723
272	273971	227808
273	274986	226813
274	275892	225730
275	276866	224703
276	277721	223581
277	278752	222601
278	279723	221572
279	280688	220541
280	281567	219441
281	282528	218408
282	283549	217421
283	284570	216433
284	285660	215498
285	286542	214405
286	287514	213381
287	288390	212287
288	289302	211220
289	290222	210160
290	291240	209173
291	292085	208060
292	293105	207074
293	293946	205962
294	295066	205046
295	296123	204085
296	297211	203144
297	298129	202087
298	299147	201099
299	300073	200048
300	301097	199064
301	302038	198025
302	302995	196996
303	303847	195901
304	304735	194830
305	305677	193795
306	306713	192819
307	307692	191808
308	308582	190742
309	309577	189740
310	310579	188744
311	311503	187701
312	312458	186676
313	313337	185607
314	314390	184641
315	315560	183743
316	316574	182754
317	317633	181790
318	318561	180751
319	319601	179775
320	320726	178847
321	321835	177909
322	322743	176859
323	323710	175842
324	324612	174791
325	325553	173761
326	326460	172714
327	327451	171712
328	328369	170672
329	329441	169712
330	330410	168698
331	331627	167811
332	332600	166799
333	333527	165765
334	334440	164724
335	335426	163720
336	336271	162647
337	337197	161615
338	338135	160589
339	339370	159703
340	340767	158891
341	342165	158076
342	343556	157254
343	345117	156506
344	346605	155721
345	347854	154825
346	349100	153925
347	350187	152955
348	351844	152230
349	353075	151318
350	354032	150287
351	355016	149268
352	356046	148268
353	357116	147285
354	358211	146311
355	359304	145336
356	360343	144339
357	361548	143407
358	362642	142430
359	363899	141516
360	364939	140517
361	365871	139476
362	367134	138560
363	368227	137579
364	369370	136616
365	370363	135597
366	371547	134647
367	372578	133642
368	373691	132665
369	374863	131708
370	376177	130800
371	377296	129822
372	378463	128860
373	379468	127842
374	380674	126891
375	381842	125926
376	383025	124965
377	384032	123946
378	385224	122987
379	386314	121994
380	387418	121004
381	388553	120024
382	389485	118981
383	390521	117970
384	391465	116931
385	392471	115911
386	393410	114871
387	394381	113842
388	395372	112818
389	396491	111830
390	397421	110790
391	398427	109770
392	399619	108802
393	400716	107807
394	401796	106806
395	402747	105772
396	403745	104750
397	404851	103755
398	405905	102747
399	406991	101747
400	407990	100725
401	409174	99749
402	410217	98737
403	411175	97705
404	412176	96683
405	413144	95654
406	414149	94633
407	415077	93595
408	416053	92569
409	417146	91568
410	418164	90551
411	419097	89515
412	420082	88491
413	421359	87528
414	422445	86525
415	423367	85487
416	424308	84454
417	425261	83424
418	426200	82391
419	427167	81365
420	428309	80371
421	429519	79389
422	430488	78363
423	431606	77363
424	432716	76361
425	433709	75339
426	434637	74305
427	435564	73272
428	436527	72245
429	437595	71236
430	438540	70207
431	439691	69210
432	440872	68218
433	441899	67201
434	442973	66191
435	443981	65171
436	444982	64150
437	446023	63135
438	446978	62108
439	448092	61103
440	449129	60087
441	450178	59073
442	451212	58056
443	452219	57036
444	453123	56004
445	454162	54988
446	455250	53978
447	456194	52951
448	457110	51921
449	458205	50911
450	459128	49883
451	460223	48873
452	461362	47867
453	462754	46886
454	463983	45888
455	465005	44868
456	466060	43852
457	467080	42832
458	468149	41817
459	469044	40786
460	470116	39771
461	471160	38753
462	472276	37741
463	473359	36726
464	474326	35701
465	475280	34677
466	476323	33658
467	477176	32627
468	478252	31611
469	479219	30588
470	480221	29567
471	481289	28551
472	482326	27532
473	483423	26516
474	484435	25496
475	485400	24473
476	486452	23455
477	487335	22429
478	488442	21413
479	489457	20394
480	490496	19375
481	491382	18350
482	492528	17335
483	493607	16317
484	494672	15299
485	495642	14277
486	496623	13256
487	497696	12238
488	498707	11218
489	499688	10197
490	500657	9177
491	501696	8157
492	502741	7138
493	503900	6120
494	504880	5099
495	505989	4080
496	507052	3060
497	508167	2040
498	509208	1020
499	510226	0
